datetime,open,high,low,close
2026-08-09 02:35:00+00:00,4342.26233,4342.45383,4342.19746,4342.24441
2026-08-09 02:40:00+00:00,4342.26233,4342.39854,4342.22649,4342.25487
2026-08-09 02:45:00+00:00,4342.26233,4342.4577,4342.20261,4342.34715
2026-08-09 02:50:00+00:00,4342.26233,4342.43197,4342.25163,4342.33261
2026-08-09 02:55:00+00:00,4342.26233,4342.45245,4342.19723,4342.24097
2026-08-09 03:00:00+00:00,4342.26233,4342.4079,4342.21962,4342.25956
2026-08-09 03:05:00+00:00,4342.26233,4342.45743,4342.20098,4342.35038
2026-08-09 03:10:00+00:00,4342.26233,4342.43843,4342.24257,4342.32778
2026-08-09 03:15:00+00:00,4342.26233,4342.4552,4342.19802,4342.23796
2026-08-09 03:20:00+00:00,4342.26233,4342.41663,4342.21359,4342.3202
2026-08-09 03:25:00+00:00,4342.26233,4342.45614,4342.19872,4342.35317
2026-08-09 03:30:00+00:00,4342.26233,4342.44402,4342.23418,4342.32269
2026-08-09 03:35:00+00:00,4342.26233,4342.45696,4342.19981,4342.23539
2026-08-09 03:40:00+00:00,4342.26233,4342.42467,4342.20845,4342.31461
2026-08-09 03:45:00+00:00,4342.26233,4342.45384,4342.19747,4342.35551
2026-08-09 03:50:00+00:00,4342.26233,4342.4487,4342.22652,4342.32032
2026-08-09 03:55:00+00:00,4342.26233,4342.4577,4342.2026,4342.23328
2026-08-09 04:00:00+00:00,4342.26233,4342.43194,4342.20424,4342.30902
2026-08-09 04:05:00+00:00,4342.26233,4342.45056,4342.19723,4342.35738
2026-08-09 04:10:00+00:00,4342.26233,4342.45243,4342.21964,4342.32588
2026-08-09 04:15:00+00:00,4342.26233,4342.45743,4342.20637,4342.23166
2026-08-09 04:20:00+00:00,4342.26233,4342.43841,4342.20099,4342.30349
2026-08-09 04:25:00+00:00,4342.26233,4342.44632,4342.19801,4342.35876
2026-08-09 04:30:00+00:00,4342.26233,4342.45519,4342.21361,4342.33137
2026-08-09 04:35:00+00:00,4342.26233,4342.45615,4342.21108,4342.23053
2026-08-09 04:40:00+00:00,4342.26233,4342.444,4342.19873,4342.29806
2026-08-09 04:45:00+00:00,4342.26233,4342.44115,4342.1998,4342.35964
2026-08-09 04:50:00+00:00,4342.26233,4342.45695,4342.20847,4342.33674
2026-08-09 04:55:00+00:00,4342.26233,4342.45385,4342.2167,4342.2299
2026-08-09 05:00:00+00:00,4342.26233,4342.44868,4342.19747,4342.29277
2026-08-09 05:05:00+00:00,4342.26233,4342.43509,4342.20259,4342.36001
2026-08-09 05:10:00+00:00,4342.26233,4342.4577,4342.20425,4342.34194
2026-08-09 05:15:00+00:00,4342.26233,4342.45058,4342.22319,4342.22978
2026-08-09 05:20:00+00:00,4342.26233,4342.45242,4342.19723,4342.29785
2026-08-09 05:25:00+00:00,4342.26233,4342.42819,4342.20635,4342.35988
2026-08-09 05:30:00+00:00,4342.26233,4342.45744,4342.201,4342.34694
2026-08-09 05:35:00+00:00,4342.26233,4342.44634,4342.23017,4342.23017
2026-08-09 05:40:00+00:00,4342.26233,4342.45518,4342.198,4342.30358
2026-08-09 05:45:00+00:00,4342.26233,4342.4205,4342.21106,4342.35924
2026-08-09 05:50:00+00:00,4342.26233,4342.45615,4342.19873,4342.3517
2026-08-09 05:55:00+00:00,4342.26233,4342.44117,4342.23106,4342.23106
2026-08-09 06:00:00+00:00,4342.26233,4342.45695,4342.19979,4342.30924
2026-08-09 06:05:00+00:00,4342.26233,4342.41209,4342.21668,4342.3581
2026-08-09 06:10:00+00:00,4342.26233,4342.45387,4342.19747,4342.35619
2026-08-09 06:15:00+00:00,4342.26233,4342.43511,4342.23245,4342.23245
2026-08-09 06:20:00+00:00,4342.26233,4342.4577,4342.20257,4342.3148
2026-08-09 06:25:00+00:00,4342.26233,4342.40301,4342.22316,4342.35646
2026-08-09 06:30:00+00:00,4342.26233,4342.45241,4342.19723,4342.36036
2026-08-09 06:35:00+00:00,4342.26233,4342.42822,4342.23433,4342.23433
2026-08-09 06:40:00+00:00,4342.26233,4342.45744,4342.20101,4342.32019
2026-08-09 06:45:00+00:00,4342.26233,4342.39335,4342.23045,4342.35434
2026-08-09 06:50:00+00:00,4342.26233,4342.45517,4342.198,4342.36418
2026-08-09 06:55:00+00:00,4342.26233,4342.42053,4342.23668,4342.23668
2026-08-09 07:00:00+00:00,4342.26233,4342.45616,4342.19874,4342.32539
2026-08-09 07:05:00+00:00,4342.26233,4342.38846,4342.23851,4342.35176
2026-08-09 07:10:00+00:00,4342.26233,4342.45694,4342.19978,4342.26188
2026-08-09 07:15:00+00:00,4342.26233,4342.41212,4342.23949,4342.23949
2026-08-09 07:20:00+00:00,4342.26233,4342.45388,4342.19748,4342.33035
2026-08-09 07:25:00+00:00,4342.26233,4342.39838,4342.24726,4342.34873
2026-08-09 07:30:00+00:00,4342.26233,4342.4577,4342.20256,4342.25705
2026-08-09 07:35:00+00:00,4342.26233,4342.40305,4342.24273,4342.24273
2026-08-09 07:40:00+00:00,4342.26233,4342.45239,4342.19723,4342.33504
2026-08-09 07:45:00+00:00,4342.26233,4342.40775,4342.25663,4342.34529
2026-08-09 07:50:00+00:00,4342.26233,4342.45744,4342.20102,4342.25252
2026-08-09 07:55:00+00:00,4342.26233,4342.39129,4342.24272,4342.24457
2026-08-09 08:00:00+00:00,4342.26044,4342.45333,4342.19614,4342.33761
